t,u1,u2,u3,u4,u5,u6,u_norm,e1,e2,e3,e4,e5,e6,e_norm,q1,q2,q3,q4,q5,q6
1.239999999999999991e+00,1.411760451892984589e-02,1.717896380482029361e-01,-2.094970723703262483e-01,3.840045873950014010e-02,-1.333163685682048686e-04,1.411910797772922103e-02,2.743610250100552705e-01,-1.078950572182790779e-02,-1.371782534811361032e-02,1.609307811287363776e-02,-9.241618291779829519e-04,-6.596794420055118735e-06,-1.078979363171317374e-02,2.609316183157806696e-02,-1.235825629734263575e+00,-1.838967413587972999e-01,-1.844909282712451137e+00,4.615693191910055226e-01,1.576796638760588287e+00,3.286105658259579343e-01
1.253333333333333410e+00,-2.588239548107015495e-02,1.363912624881434277e-01,-1.655909624901723554e-01,2.815127387189636510e-02,1.162895679382809862e-05,-2.588089202227078153e-02,2.194428323392710323e-01,-1.128253034362991514e-02,-1.402360880245101526e-02,1.641929347701154285e-02,-9.394452266366926096e-04,-6.936496777854017637e-06,-1.128280897819111672e-02,2.686512008107414320e-02,-1.235637395007344486e+00,-1.816062128514879248e-01,-1.847702577010722047e+00,4.620813253075324312e-01,1.576794861209007692e+00,3.287988205989944568e-01
1.266666666666666829e+00,-6.588239548107015231e-02,1.009711729225671178e-01,-1.216896371340397687e-01,1.704050119823178472e-02,2.019698116254832422e-04,-6.588089202227077890e-02,1.843223995830110817e-01,-1.149419898864412204e-02,-1.412741528940220093e-02,1.651521986769477479e-02,-9.447428090356702057e-04,-7.063277528196465482e-06,-1.149445546847083222e-02,2.715636308141898547e-02,-1.235982493613758670e+00,-1.797876626849794768e-01,-1.849910456510591050e+00,4.624566756258241540e-01,1.576795016261764992e+00,3.284537420386977047e-01
1.280000000000000027e+00,-1.058823954810701323e-01,6.517526991421807026e-02,-7.809977923688139756e-02,9.078261668478956881e-03,3.526042432346602920e-04,-1.058808920222707728e-01,1.812505874698231434e-01,-1.113583470237955453e-02,-1.395895023607796048e-02,1.630047535735368314e-02,-9.400732803825917472e-04,-6.977643477235062619e-06,-1.113605156930441709e-02,2.663569098225013893e-02,-1.236860925553506352e+00,-1.784413803793452047e-01,-1.851532985005711618e+00,4.626838823084673535e-01,1.576797709192586439e+00,3.275753301450672339e-01
1.293333333333333446e+00,-1.458823954810701262e-01,2.916262023034546513e-02,-3.469063440066288972e-02,2.847851990605658468e-03,4.334782520422926890e-04,-1.458808920222707528e-01,2.112465494787642006e-01,-1.044073452698235371e-02,-1.371772783212987790e-02,1.600680219523908931e-02,-9.262422322682262177e-04,-6.696582253606919721e-06,-1.044089792703051245e-02,2.575408763471430384e-02,-1.238272690826587308e+00,-1.775723767804890940e-01,-1.852574315395536741e+00,4.628049257973803066e-01,1.576802410582496705e+00,3.261635849181034885e-01
1.306666666666666643e+00,-1.858823954810701062e-01,-3.242629868929557124e-03,4.266986083973484806e-03,-2.472551527602531024e-03,4.283084559993467549e-04,-1.858808920222707328e-01,2.629429400966564190e-01,-9.836526669282363855e-03,-1.350500480798055847e-02,1.575115920589098550e-02,-9.037224108441321846e-04,-6.229780441291410398e-06,-9.836629434866850374e-03,2.499634892845994938e-02,-1.240217789433001538e+00,-1.771835418440845800e-01,-1.853036857187545516e+00,4.628428971572549067e-01,1.576808190292523726e+00,3.242185063578064685e-01
1.320000000000000062e+00,-1.601834200680318232e-01,-2.984710251746762813e-02,3.630825153143828893e-02,-7.177188841470368355e-03,3.317807764749991506e-04,-1.601859991349202372e-01,2.314714737492557239e-01,-9.752514519978827678e-03,-1.337529979941054492e-02,1.559773985231460713e-02,-8.838893556779581218e-04,-5.819874277612768765e-06,-9.752556278250779087e-03,2.476274057755843694e-02,-1.242696221372749044e+00,-1.772267769090034584e-01,-1.852979964039759286e+00,4.628099298035537323e-01,1.576813901071936641e+00,3.217400944641761740e-01
1.333333333333333481e+00,-1.228373513334936884e-01,-4.966036922311557744e-02,6.021368821888437722e-02,-1.081049342764547373e-02,2.540447194376757025e-04,-1.228393370151422692e-01,1.907545266254871419e-01,-9.742158703914149953e-03,-1.335871542515087995e-02,1.558321199587453521e-02,-8.825611901128738168e-04,-5.805360906663281639e-06,-9.742200417844237847e-03,2.473642753246182643e-02,-1.244832000306989483e+00,-1.776247382759028604e-01,-1.852495854019340138e+00,4.627142339523340198e-01,1.576818324815622674e+00,3.196042811423773777e-01
1.346666666666666679e+00,-1.067525859253180415e-01,-7.461164223373735471e-02,9.040378745537461236e-02,-1.566570949734215346e-02,2.206806899078006556e-04,-1.067543168589408092e-01,1.917753995351732521e-01,-9.731813884288342820e-03,-1.334059636581796937e-02,1.557002126508466588e-02,-8.809807522727197693e-04,-5.785426116400316232e-06,-9.731855553923640656e-03,2.471012845269640254e-02,-1.246469831658102656e+00,-1.782868765322112026e-01,-1.851693004843088408e+00,4.625700940399655181e-01,1.576821712078548821e+00,3.179664233155090614e-01
1.360000000000000098e+00,-9.960512099420551491e-02,-9.639284835524233874e-02,1.168475758393330427e-01,-2.004345106758035830e-02,2.057224915645507624e-04,-9.960674004858276198e-02,2.078206010899393830e-01,-9.721480049424080505e-03,-1.332058858563245352e-02,1.555845826438195800e-02,-8.790906439943846351e-04,-5.758835914804194545e-06,-9.721521674812105829e-03,2.468383469767082908e-02,-1.247893199470440306e+00,-1.792816984286611515e-01,-1.850487621010350026e+00,4.623612179133340661e-01,1.576824654487747779e+00,3.165430324240565696e-01
1.373333333333333517e+00,-1.013977006984206619e-01,-1.150607675234146809e-01,1.396217656668213292e-01,-2.396050376528332040e-02,2.088652123608258644e-04,-1.013993520824932187e-01,2.321006017787051179e-01,-9.711157187657804002e-03,-1.329899387458510773e-02,1.554827525454527404e-02,-8.769407949271723623e-04,-5.726655103011069059e-06,-9.711198768845186180e-03,2.465755695260910332e-02,-1.249221267750363129e+00,-1.805669364067310489e-01,-1.848929653332492151e+00,4.620939718990997314e-01,1.576827397454302115e+00,3.152149425567420948e-01
1.386666666666666714e+00,-1.121095244058088886e-01,-1.346326099382356978e-01,1.635703759147252578e-01,-2.806863308389967449e-02,2.159174303017452579e-04,-1.121113531967228988e-01,2.660951019791569783e-01,-9.700845287336612444e-03,-1.327608567964988495e-02,1.553923525215594736e-02,-8.745766236892826839e-04,-5.689853474599715355e-06,-9.700886824370869022e-03,2.463129725183958729e-02,-1.250573237093008716e+00,-1.821010799737097230e-01,-1.847068029790267962e+00,4.617744985155627369e-01,1.576830182323799789e+00,3.138629511956421148e-01
1.400000000000000133e+00,-1.226463696962720451e-01,-1.700477373254066227e-01,2.069425650907061043e-01,-3.576787860603772295e-02,2.497599328831670963e-04,-1.226483742008452338e-01,3.211006344272728796e-01,-9.690544336821815818e-03,-1.330501427410801796e-02,1.559492238961768251e-02,-8.806542718993171093e-04,-5.834080509359296229e-06,-9.690585829749576163e-03,2.467417067346296122e-02,-1.252068030751752881e+00,-1.838961814395529970e-01,-1.844887091444738392e+00,4.614002500744440738e-01,1.576833061222870924e+00,3.123681331530190342e-01
1.413333333333333330e+00,-1.269814647076042968e-01,-2.055591958994746893e-01,2.507490379389249457e-01,-4.405355851044057830e-02,2.727642506970130005e-04,-1.269835448850570869e-01,3.732553636784984863e-01,-9.680254324485826345e-03,-1.328733606453269545e-02,1.559968242657694404e-02,-8.781202201650906147e-04,-5.793577618096179549e-06,-9.680295773353719824e-03,2.465948033180800220e-02,-1.253703315681036434e+00,-1.861634846038917601e-01,-1.842127857243528899e+00,4.609233450263636733e-01,1.576836391355309175e+00,3.107328214970079827e-01
1.426666666666666750e+00,-1.313198334938382172e-01,-1.705470274779676276e-01,2.103085866314384766e-01,-4.613873364933746696e-02,2.781839838375130204e-04,-1.313219899063834961e-01,3.315647961159310930e-01,-9.669975238713934829e-03,-1.319840579335274100e-02,1.552396175880543794e-02,-8.658780785442132810e-04,-5.544633326692860464e-06,-9.670016643569034898e-03,2.455521783183699930e-02,-1.255396401877137746e+00,-1.889042738825512657e-01,-1.838784536737676500e+00,4.603359642462243606e-01,1.576840028211985434e+00,3.090397075652071557e-01
1.440000000000000169e+00,-1.358728591250785434e-01,-1.344370336798740573e-01,1.670146033684755671e-01,-4.134793654252386791e-02,2.721570022261761966e-04,-1.358750958181774715e-01,2.908614708055255460e-01,-9.659707067903866573e-03,-1.256273215818026756e-02,1.480281276888550934e-02,-8.547746088591878788e-04,-5.319999126118801769e-06,-9.659748428792802599e-03,2.375493324403321616e-02,-1.257147332990388833e+00,-1.911782342489241060e-01,-1.835980422249257282e+00,4.597207811308998693e-01,1.576843737331770079e+00,3.072887476997885337e-01
1.453333333333333366e+00,-1.408681125749157437e-01,-9.914909502706897859e-02,1.230378790058899025e-01,-2.891879256466515710e-02,2.640344390792034022e-04,-1.408704373904913765e-01,2.559170456682113848e-01,-9.649449800464893201e-03,-1.182845609512961360e-02,1.395994035492265084e-02,-8.520856587468372823e-04,-5.276053824943005566e-06,-9.649491117434294551e-03,2.284169315946451770e-02,-1.258958971112056568e+00,-1.929707280313222029e-01,-1.833753560871010935e+00,4.591694753103330306e-01,1.576847366091799429e+00,3.054770797555459438e-01
1.466666666666666785e+00,-1.567943001634356515e-01,-6.462132546069199179e-02,7.842900177980230425e-02,-9.214937558032534545e-03,2.743264945216368315e-04,-1.567968942033826363e-01,2.440936970699269515e-01,-9.639203424820053101e-03,-1.146742881924778246e-02,1.355073561330621956e-02,-8.595340859409716927e-04,-5.450220026848029420e-06,-9.639244697916105054e-03,2.239849255971033265e-02,-1.260837212613055369e+00,-1.942927159650165159e-01,-1.832113055817599090e+00,4.587838914094710674e-01,1.576850886550987596e+00,3.035988072570061647e-01
1.480000000000000204e+00,-1.729517244506903195e-01,-2.968513417847779695e-02,3.416908301857374958e-02,5.615947018879071523e-03,2.858914812859330136e-04,-1.729545940530770043e-01,2.488090525180193524e-01,-9.628974009261881406e-03,-1.192455009810933220e-02,1.410100742542841346e-02,-8.787126845604120717e-04,-5.877169467094489619e-06,-9.629015238946880828e-03,2.296171925009856188e-02,-1.262927803281901129e+00,-1.951543336378258608e-01,-1.831067335793868489e+00,4.586610255753638121e-01,1.576854544237581202e+00,3.015081820009610780e-01
1.493333333333333401e+00,-1.734051440536016619e-01,3.326651310274387693e-03,-5.973716427695710887e-03,1.057751123531753754e-02,2.837527688792103710e-04,-1.734080305763221752e-01,2.455573358893494984e-01,-9.618765555329922279e-03,-1.288257515206803205e-02,1.523776215597116845e-02,-9.087259043343287601e-04,-6.537723001631690067e-06,-9.618806744647212525e-03,2.416646555830889720e-02,-1.265233826274577034e+00,-1.955501354268722736e-01,-1.830611748020287477e+00,4.587359048689489960e-01,1.576858356123998384e+00,2.992021207469202082e-01
1.506666666666666821e+00,-1.565809769946928665e-01,-3.252151601258999186e-02,3.752190218857621995e-02,5.740239857977310137e-03,2.659394323501192777e-04,-1.565825963513493291e-01,2.270116187814120445e-01,-9.608567954871638506e-03,-1.370989794587007538e-02,1.621527890571794472e-02,-9.390824283261878236e-04,-7.205760196526966865e-06,-9.608609103867404855e-03,2.522753349935095632e-02,-1.267545894861958455e+00,-1.955057800760684472e-01,-1.830691397572656642e+00,4.588769383520867606e-01,1.576862139494250137e+00,2.968900136725691752e-01
1.520000000000000018e+00,-1.165809769946928448e-01,-6.739693160770574010e-02,8.183866070410526772e-02,-9.289946555775228237e-03,2.208690812196431553e-04,-1.165825963513493213e-01,1.962368228319913976e-01,-9.583498666195566784e-03,-1.467091284286592412e-02,1.735376015345035938e-02,-9.605048757661549530e-04,-7.681372599321889538e-06,-9.583526245482421047e-03,2.647638052508552442e-02,-1.269633641221887599e+00,-1.959394002895695763e-01,-1.830191105543475638e+00,4.589534748835264466e-01,1.576865685353348034e+00,2.948022457212178260e-01
1.533333333333333437e+00,-7.658097699469283703e-02,-1.017266347629944556e-01,1.266117275478670368e-01,-2.971396350663614572e-02,1.398338427324270154e-04,-7.658259635134932741e-02,1.974621914570271475e-01,-9.455464316702855143e-03,-1.510206880000763974e-02,1.787423250679331943e-02,-9.709037505833961745e-04,-7.919371388442897342e-06,-9.455485414756381601e-03,2.696878559426662061e-02,-1.271188054248483468e+00,-1.968380260443387542e-01,-1.829099923400754335e+00,4.588296089294496838e-01,1.576868630274431027e+00,2.932478111031997514e-01
1.546666666666666856e+00,-3.658097699469282926e-02,-1.366076441604525127e-01,1.709130095204689503e-01,-4.364811584027233904e-02,7.820171338819616462e-05,-3.658259635134932658e-02,2.290295256774080856e-01,-9.499892339916549133e-03,-1.465855146492911487e-02,1.737048398194485088e-02,-9.691182824145272434e-04,-7.894693348831083313e-06,-9.499918703553156263e-03,2.642049407623929189e-02,-1.272209133941746062e+00,-1.981943811745119355e-01,-1.827411767033449541e+00,4.584334227493611635e-01,1.576870494725667982e+00,2.922267098185149514e-01
1.560000000000000053e+00,-2.326721285761565103e-02,-1.721296870077418384e-01,2.146639741674224722e-01,-4.987410246440229789e-02,7.197478070001495586e-05,-2.326929734339244077e-02,2.815661656249744405e-01,-9.571885730136564518e-03,-1.378629245440565754e-02,1.636343262492268025e-02,-9.563671175278898318e-04,-7.633420527675127687e-06,-9.571926728788149319e-03,2.533734913074895886e-02,-1.272696880301675382e+00,-2.000158164299845609e-01,-1.825132926906509967e+00,4.578514478714907909e-01,1.576871537415179603e+00,2.917389418671634260e-01
1.573333333333333472e+00,-6.326721285761564839e-02,-2.046889363681361207e-01,2.536860673002668265e-01,-4.876128295821446912e-02,1.031772343503027049e-04,-6.326929734339244160e-02,3.415224721510498052e-01,-9.619904713599858326e-03,-1.300741171447183930e-02,1.546599199606912833e-02,-9.340763655494299655e-04,-7.166046459339270314e-06,-9.619969116038795676e-03,2.437926558437383470e-02,-1.273007109806443493e+00,-2.023108789234209226e-01,-1.822270740584277737e+00,4.571864598386321532e-01,1.576872497078921853e+00,2.914286845692517502e-01
1.586666666666666670e+00,-1.032672128576156423e-01,-1.691677152047225130e-01,2.099269268968351476e-01,-3.945955989589361446e-02,1.790260078003770062e-04,-1.032692973433924494e-01,3.091484828470010271e-01,-9.950098781248417623e-03,-1.279456122098210358e-02,1.523964403471911311e-02,-9.143109829441442571e-04,-6.752968046974672234e-06,-9.950182378587246745e-03,2.438840200673812048e-02,-1.273850672644545101e+00,-2.050400647416625866e-01,-1.818888259686940900e+00,4.565363093991892107e-01,1.576873872775379937e+00,2.905850939380063558e-01
1.600000000000000089e+00,-1.432672128576156501e-01,-1.336612004203091286e-01,1.661713182838611691e-01,-3.132816186040291578e-02,2.960267738526686462e-04,-1.432692973433924710e-01,2.958231747457516492e-01,-1.016057704253015004e-02,-1.275048192630867661e-02,1.520982493970191030e-02,-9.041443086155176445e-04,-6.547144396851223291e-06,-1.016066887474353919e-02,2.451953510294958491e-02,-1.275227568815979984e+00,-2.072956342777256822e-01,-1.816089233994983010e+00,4.560101819339106299e-01,1.576876259788817514e+00,2.892081699734276867e-01
1.613333333333333508e+00,-1.832672128576156578e-01,-1.085583069290902702e-01,1.355192754490487372e-01,-2.743062013747070080e-02,4.042183885347763717e-04,-1.832692973433924510e-01,3.131732571477280347e-01,-9.948187462913260504e-03,-1.279614923137861737e-02,1.528358339111868247e-02,-9.035524304210618141e-04,-6.548148880902715518e-06,-9.948271417369536351e-03,2.441475669116283456e-02,-1.277137798320748141e+00,-2.090777836166632930e-01,-1.813873616417864820e+00,4.555924731091054447e-01,1.576880206812468543e+00,2.872979126755157431e-01
1.626666666666666705e+00,-2.232672128576156378e-01,-7.912619154807906674e-02,9.912796051003226749e-02,-2.128129270608351484e-02,4.469498053431436059e-04,-2.232692973433924588e-01,3.409366911914474274e-01,-9.583037698790430881e-03,-1.272426018500816269e-02,1.521230652359761848e-02,-8.933128972588022521e-04,-6.340536813809194427e-06,-9.583102089341100083e-03,2.403725384376640545e-02,-1.279581361158849573e+00,-2.105252277090512436e-01,-1.812066692745210927e+00,4.552267315072726639e-01,1.576885596390981803e+00,2.848543220442705248e-01
1.640000000000000124e+00,-1.935946801552342056e-01,-4.373495537850777271e-02,5.528921948046809642e-02,-1.415735998260079544e-02,3.967809546479042992e-04,-1.935969652831254217e-01,2.830705169048261527e-01,-9.520760014749107825e-03,-1.258710473289914589e-02,1.505721205902332827e-02,-8.738999310891060190e-04,-5.934195086432225708e-06,-9.520800756733116543e-03,2.381615198052476623e-02,-1.282558257330284501e+00,-2.115802435963587413e-01,-1.810744986605077100e+00,4.549429809378580103e-01,1.576891555721720017e+00,2.818773980796920320e-01
1.653333333333333544e+00,-1.535946801552341978e-01,-8.611102410506403862e-03,1.123428497489442797e-02,-4.592607656256533777e-03,2.859910980140304652e-04,-1.535969652831254140e-01,2.177266350169132225e-01,-9.285529365952172043e-03,-1.242019556699291982e-02,1.486316657026698351e-02,-8.642802969065499497e-04,-5.739592025655326779e-06,-9.285552720775580582e-03,2.341718464565398922e-02,-1.285139519732354296e+00,-2.121633763347388069e-01,-1.810007797012004094e+00,4.547542161380899728e-01,1.576896846134448360e+00,2.792961052092501895e-01
1.666666666666666741e+00,-1.135946801552341900e-01,2.632845764386646317e-02,-3.297186872996360485e-02,6.790074343404559239e-03,1.605293118572951087e-04,-1.135969652831253923e-01,1.662362312187246893e-01,-9.191800805125716067e-03,-1.234752221274026951e-02,1.477802642166636815e-02,-8.649907265319001226e-04,-5.768806110140189958e-06,-9.191818122194828078e-03,2.325034052185715253e-02,-1.287187448801090817e+00,-2.122781910335453937e-01,-1.809858006545672193e+00,4.546929813693401101e-01,1.576900659349088407e+00,2.772481456721420656e-01
1.680000000000000160e+00,-7.359468015523418227e-02,6.142649093715919772e-02,-7.704876150135057944e-02,1.659452765698641794e-02,7.764308934613833196e-05,-7.359696528312537067e-02,1.442837484278444160e-01,-9.359674383819793775e-03,-1.247025598962370196e-02,1.492235786208651049e-02,-8.764025631577965214e-04,-6.030269025902867952e-06,-9.359699162037493636e-03,2.354059556176845910e-02,-1.288702044536493840e+00,-2.119271449316273426e-01,-1.810297631462071788e+00,4.547835156939186163e-01,1.576902799739912986e+00,2.757335194683672164e-01
1.693333333333333357e+00,-4.050517615965783247e-02,9.681010519745003595e-02,-1.208949500041717195e-01,2.372653192957268828e-02,2.073628317543879234e-05,-4.050587943493856591e-02,1.668296427999942932e-01,-9.484464398838987620e-03,-1.270963566192095939e-02,1.520171090639843570e-02,-8.981766081066488994e-04,-6.516763443542572531e-06,-9.484504993032771836e-03,2.394461352212120739e-02,-1.289683306938563589e+00,-2.111081250524651232e-01,-1.811324948282089897e+00,4.550047760626783067e-01,1.576903834981104424e+00,2.747522265979256417e-01
1.706666666666666776e+00,-3.131799083972106740e-02,1.259465472490572668e-01,-1.568949578011057666e-01,2.963226829539521850e-02,2.098036524874218641e-05,-3.131853713121185434e-02,2.081304870271333818e-01,-9.474393214778054073e-03,-1.292161159740778942e-02,1.544381479350498410e-02,-9.297181889067474003e-04,-7.215374600910706704e-06,-9.474433765866319135e-03,2.420481174466725463e-02,-1.290223375954025586e+00,-2.098173236498324101e-01,-1.812936880948812224e+00,4.553211298217392233e-01,1.576904111464879854e+00,2.742121482054598047e-01
1.720000000000000195e+00,-3.596909016314146779e-02,1.500592637835008181e-01,-1.864519392206784310e-01,3.399935450831224892e-02,7.061334216674306917e-05,-3.596971649906839652e-02,2.470337331859990826e-01,-9.464332724915980322e-03,-1.304829211607039241e-02,1.557689315254684459e-02,-9.510494222695342614e-04,-7.692316497109885631e-06,-9.464373232945355596e-03,2.435056541905969429e-02,-1.290640949165221762e+00,-2.081380363531781796e-01,-1.815028813719493650e+00,4.557162267323446869e-01,1.576904391203083122e+00,2.737945677103770237e-01
1.733333333333333393e+00,-2.870385179877384119e-02,1.838219557925199477e-01,-2.279947581926220768e-01,4.128593298909467163e-02,5.129660383850923538e-05,-2.870435375504177752e-02,2.985372725831759722e-01,-9.454282917896961180e-03,-1.301466319231314728e-02,1.551019187253999121e-02,-9.468932623275527760e-04,-7.615825421858346544e-06,-9.454323382912299678e-03,2.428192477757302667e-02,-1.291120537034063709e+00,-2.061372461693982139e-01,-1.817514839575769425e+00,4.561695514591219691e-01,1.576905332714312102e+00,2.733149714903895244e-01
1.746666666666666812e+00,-1.214571336732123315e-02,2.194079096723799416e-01,-2.716886215096363522e-01,4.955289850753814840e-02,6.743595496551344626e-06,-1.214593122058868664e-02,3.531360498150826199e-01,-9.444229977735751902e-03,-1.299338066105093503e-02,1.545259578993718463e-02,-9.466687093926395846e-04,-7.624700971931019922e-06,-9.444270398244913878e-03,2.422590804612063595e-02,-1.291503255058047417e+00,-2.036862867588311587e-01,-1.820554769685004404e+00,4.567200305656431425e-01,1.576906016669029853e+00,2.729322467736556845e-01
1.760000000000000009e+00,-1.350813300951893454e-02,2.104933211635867385e-01,-2.604127924637291147e-01,4.927455914435006912e-02,-1.841274501064255276e-05,-1.350837428633179689e-02,3.389914292196719581e-01,-9.434165818444917306e-03,-1.305650752883691368e-02,1.548958434728042732e-02,-9.558489848284779100e-04,-7.837901831564408894e-06,-9.434206192155514259e-03,2.427593565617219493e-02,-1.291665197902944984e+00,-2.007608479631994847e-01,-1.824177284638466290e+00,4.573807358790769051e-01,1.576906106583636280e+00,2.727703010240478676e-01
1.773333333333333428e+00,-4.091553153555106681e-02,1.750637227392509432e-01,-2.165949002858673644e-01,4.342963058030971379e-02,3.164542790074275161e-05,-4.091727824339126685e-02,2.877413700576078037e-01,-9.424112315761679071e-03,-1.334601127307477597e-02,1.579773058746525294e-02,-9.819269268982466770e-04,-8.418303030666152154e-06,-9.424152642720340367e-03,2.462269493670730947e-02,-1.291845306343071931e+00,-1.979542703476848686e-01,-1.827649455204649387e+00,4.580377300010014530e-01,1.576905861080369675e+00,2.725901893668969400e-01
1.786666666666666847e+00,-8.091553153555106070e-02,1.401732537859060046e-01,-1.723052365711813250e-01,3.048353788936580128e-02,1.153717900536349985e-04,-8.091727824339126074e-02,2.517177470534810446e-01,-9.520260277390502068e-03,-1.376202999702291763e-02,1.625814405216807756e-02,-9.982593910438097851e-04,-8.786918665570908615e-06,-9.520316177707766059e-03,2.521882417073677274e-02,-1.292390846763545875e+00,-1.956200873778279892e-01,-1.830537387208460931e+00,4.586167917420720386e-01,1.576906283019408050e+00,2.720446256569850618e-01
1.800000000000000044e+00,-1.209155315355510546e-01,1.051354996517351870e-01,-1.281246998301992790e-01,1.799946407218214195e-02,2.315355627596002842e-04,-1.209172782433912685e-01,2.388200164423321947e-01,-9.647992105489500148e-03,-1.384182526618094045e-02,1.632717185388798953e-02,-1.003650537819478217e-03,-8.917766355143186274e-06,-9.648054949793927193e-03,2.540371581789424224e-02,-1.293469720517353316e+00,-1.937511106606826239e-01,-1.832834790362743327e+00,4.590232389139301539e-01,1.576907821309942115e+00,2.709657286137399090e-01
1.813333333333333464e+00,-1.609155315355510485e-01,6.954858924971324408e-02,-8.439763076422356070e-02,1.049959244302319829e-02,3.232803607248180256e-04,-1.609172782433912763e-01,2.527023763709607129e-01,-9.550510806619616488e-03,-1.360143268830693586e-02,1.602545008598799114e-02,-9.983844945269382265e-04,-8.816997785210389793e-06,-9.550567510486995815e-03,2.500472890097244286e-02,-1.295081927604494032e+00,-1.923493039986596820e-01,-1.834543119693812674e+00,4.592632317682259213e-01,1.576910908450779303e+00,2.693534982371614817e-01
1.826666666666666883e+00,-1.883084286252998951e-01,3.391992061521643953e-02,-4.070105010616892338e-02,2.856439522625928325e-03,3.635200052093043852e-04,-1.883116977622839860e-01,2.715451853619789691e-01,-9.388023171137405143e-03,-1.334662411757481237e-02,1.571203041669022582e-02,-9.836282928707973383e-04,-8.509712975168781668e-06,-9.388063336168706030e-03,2.454054979926707097e-02,-1.297227468024968022e+00,-1.914219894753301787e-01,-1.835668421437335551e+00,4.594032263341327749e-01,1.576915218855589274e+00,2.672079345272497797e-01
1.840000000000000080e+00,-1.614372859383254588e-01,-1.726568152381738677e-03,2.981063015921289402e-03,-4.916890715436796760e-03,3.536287135115998839e-04,-1.614390589541547238e-01,2.283872494010994181e-01,-9.378104763195338478e-03,-1.305021817616180968e-02,1.535458938387268546e-02,-9.594714329166365019e-04,-7.997468693510256799e-06,-9.378144889733430745e-03,2.414312965431674937e-02,-1.299738247073305430e+00,-1.909697238671270725e-01,-1.836211102105417714e+00,4.594413121944342926e-01,1.576920065788992353e+00,2.646971118904195563e-01
1.853333333333333499e+00,-1.214372859383254233e-01,-3.736521005202550483e-02,4.666624835500945284e-02,-1.282466594879019470e-02,2.952559260968677223e-04,-1.214390589541547161e-01,1.822989751651408474e-01,-9.185054721116081566e-03,-1.268934810901756194e-02,1.492576634059217255e-02,-9.259632688003449630e-04,-7.280919518404260771e-06,-9.185077772453809075e-03,2.352416632292545287e-02,-1.301890744219149854e+00,-1.909927447758255070e-01,-1.836171354598538752e+00,4.593757536515616913e-01,1.576924780838505846e+00,2.625445911043642333e-01
1.866666666666666696e+00,-8.143728593832541551e-02,-7.250189149382194054e-02,9.076774573553995917e-02,-2.584695500223813461e-02,2.058374877364327858e-04,-8.143905895415472218e-02,1.656133063868706901e-01,-9.021981623304586861e-03,-1.224507969577004474e-02,1.440260051610309233e-02,-8.831094143126883012e-04,-6.359819701096114386e-06,-9.021997301044581974e-03,2.282431573516429876e-02,-1.303509908031660780e+00,-1.914909475765194102e-01,-1.835549137953805365e+00,4.592047581055780370e-01,1.576928717584187289e+00,2.609254036516421849e-01
1.880000000000000115e+00,-4.143728593832540774e-02,-1.075688523677289371e-01,1.349156430701485554e-01,-3.913630203701370935e-02,1.500279774416762683e-04,-4.143905895415471441e-02,1.863845639080898287e-01,-9.160013641716702182e-03,-1.138763420302435492e-02,1.339664771196158455e-02,-8.298643264668115194e-04,-5.211107030334005685e-06,-9.160036439623375770e-03,2.185518707556488929e-02,-1.304595738510838432e+00,-1.924576394631039022e-01,-1.834338901343998129e+00,4.588601320388816518e-01,1.576931462084023572e+00,2.598395495322534110e-01
1.893333333333333535e+00,-1.405217281118995541e-02,-1.432501655391807960e-01,1.785284905589343551e-01,-4.515969562724677505e-02,1.432275549893380991e-04,-1.405242756217945331e-02,2.341524818844296363e-01,-9.342367428549547270e-03,-1.013371265860874004e-02,1.192407882093959870e-02,-7.661375154315308578e-04,-3.832438479900446282e-06,-9.342407410063646722e-03,2.049446692990572125e-02,-1.305148235656682809e+00,-1.938918908280067299e-01,-1.832540026103062880e+00,4.583383146783881479e-01,1.576933462457056123e+00,2.592870287461979117e-01
1.906666666666666732e+00,-4.732467790794318840e-02,-1.794745942973248742e-01,2.214997757726095418e-01,-4.352360830344489950e-02,1.843206317159259858e-04,-4.732656592397713191e-02,2.960524414704255314e-01,-9.332396127385678142e-03,-8.983811972794075729e-03,1.057082570221101747e-02,-6.933248250411416791e-04,-2.253841667965161832e-06,-9.332436062231774798e-03,1.916037364760799985e-02,-1.305335597960832095e+00,-1.958018930351959064e-01,-1.830159646228943782e+00,4.577361854033581423e-01,1.576935372157789672e+00,2.590996630453687999e-01
1.920000000000000151e+00,-8.732467790794319618e-02,-1.730451717893584096e-01,2.134969781912980369e-01,-3.959776609604078595e-02,1.448446436170338118e-04,-8.732656592397712580e-02,3.038834048183488012e-01,-9.536767302995130535e-03,-8.436203663539476594e-03,9.925609282827707602e-03,-6.130755285767008900e-04,-5.112445089494599415e-07,-9.536824964315737674e-03,1.876070560359220304e-02,-1.305966593666271436e+00,-1.981948876258270431e-01,-1.827206315885308907e+00,4.571558706259790661e-01,1.576937829766212218e+00,2.584686421663824341e-01
