ref_x,ref_y,ref_z,fk_x,fk_y,fk_z,err_x,err_y,err_z,xy_err,xyz_err
2.029035193510619894e-02,-7.575103653513544089e-01,1.000000000000000056e-01,2.029035193510627527e-02,-7.575103653513542978e-01,9.999999999999986677e-02,7.632783294297951215e-17,1.110223024625156540e-16,-1.387778780781445676e-16,1.347289491009623325e-16,1.934197228043770460e-16
2.008442234344504085e-02,-7.557723385294570217e-01,1.000000000000000056e-01,2.008442234344464186e-02,-7.557723385294556895e-01,9.999999999999975575e-02,-3.989863994746656317e-16,1.332267629550187849e-15,-2.498001805406602216e-16,1.390729011602560280e-15,1.412985249006931581e-15
2.015306554066542688e-02,-7.541551224187182934e-01,1.000000000000000056e-01,2.015306554066596811e-02,-7.541551224187199587e-01,9.999999999999975575e-02,5.412337245047638135e-16,-1.665334536937734811e-15,-2.498001805406602216e-16,1.751077686585868841e-15,1.768805584188682047e-15
2.070221111842857065e-02,-7.527493250525074675e-01,1.000000000000000056e-01,2.070221111842820982e-02,-7.527493250525064683e-01,9.999999999999981126e-02,-3.608224830031758756e-16,9.992007221626408864e-16,-1.942890293094023946e-16,1.062353494563330541e-15,1.079973691494802078e-15
2.194053439628440572e-02,-7.516153517864037070e-01,1.000000000000000056e-01,2.194053439628506491e-02,-7.516153517864051503e-01,9.999999999999986677e-02,6.591949208711866959e-16,-1.443289932012703503e-15,-1.387778780781445676e-16,1.586702168509139004e-15,1.592759577273191789e-15
2.373074897979227105e-02,-7.506927972648278491e-01,1.000000000000000056e-01,2.373074897979268391e-02,-7.506927972648292924e-01,9.999999999999981126e-02,4.128641872824800885e-16,-1.443289932012703503e-15,-1.942890293094023946e-16,1.501180423863053621e-15,1.513701057639733231e-15
2.575984188962709975e-02,-7.498910534544107609e-01,1.000000000000000056e-01,2.575984188962747445e-02,-7.498910534544115380e-01,9.999999999999997780e-02,3.747002708109903324e-16,-7.771561172376095783e-16,-2.775557561562891351e-17,8.627699134216877577e-16,8.632162507062883075e-16
2.771480014646393597e-02,-7.491195123217833096e-01,1.000000000000000056e-01,2.771480014646381107e-02,-7.491195123217830876e-01,9.999999999999964473e-02,-1.249000902703301108e-16,2.220446049250313081e-16,-3.608224830031758756e-16,2.547623188892930638e-16,4.416975247456419681e-16
2.928261077097765730e-02,-7.482875658335764735e-01,1.000000000000000056e-01,2.928261077097778220e-02,-7.482875658335770286e-01,9.999999999999997780e-02,1.249000902703301108e-16,-5.551115123125782702e-16,-2.775557561562891351e-17,5.689893001203927270e-16,5.696658631419380277e-16
3.045778230739082382e-02,-7.474556193453696373e-01,1.000000000000000056e-01,3.045778230739067116e-02,-7.474556193453681940e-01,9.999999999999953371e-02,-1.526556658859590243e-16,1.443289932012703503e-15,-4.718447854656915297e-16,1.451340614802851748e-15,1.526115029002559878e-15
3.144899007525325807e-02,-7.466840782127421861e-01,1.000000000000000056e-01,3.144899007525280010e-02,-7.466840782127409648e-01,9.999999999999986677e-02,-4.579669976578770729e-16,1.221245327087672194e-15,-1.387778780781445676e-16,1.304290581073575630e-15,1.311652857779495591e-15
3.226447125823156403e-02,-7.458823344023250979e-01,1.000000000000000056e-01,3.226447125823140444e-02,-7.458823344023247648e-01,9.999999999999975575e-02,-1.595945597898662527e-16,3.330669073875469621e-16,-2.498001805406602216e-16,3.693291056919640765e-16,4.458745546780757783e-16
3.291246303999201261e-02,-7.449597798807491289e-01,1.000000000000000056e-01,3.291246303999232486e-02,-7.449597798807502391e-01,9.999999999999992228e-02,3.122502256758252770e-16,-1.110223024625156540e-15,-8.326672684688674053e-17,1.153297605929377999e-15,1.156299578674241695e-15
3.340120260420126330e-02,-7.438258066146454794e-01,1.000000000000000056e-01,3.340120260420086779e-02,-7.438258066146439251e-01,9.999999999999986677e-02,-3.955169525227120175e-16,1.554312234475219157e-15,-1.387778780781445676e-16,1.603845435811132670e-15,1.609838340149741229e-15
3.379658742019076012e-02,-7.422882157453523089e-01,1.000000000000000056e-01,3.379658742019046175e-02,-7.422882157453519758e-01,9.999999999999975575e-02,-2.983724378680108202e-16,3.330669073875469621e-16,-2.498001805406602216e-16,4.471685101569706973e-16,5.122107053490303892e-16
3.409312603218278559e-02,-7.404074126284491131e-01,1.000000000000000056e-01,3.409312603218235538e-02,-7.404074126284476698e-01,9.999999999999997780e-02,-4.302114220422481594e-16,1.443289932012703503e-15,-2.775557561562891351e-17,1.506043722972493203e-15,1.506299461422795189e-15
3.419197223618014592e-02,-7.384716955519281534e-01,1.000000000000000056e-01,3.419197223618009734e-02,-7.384716955519279313e-01,9.999999999999997780e-02,-4.857225732735059864e-17,2.220446049250313081e-16,-2.775557561562891351e-17,2.272951182013982273e-16,2.289834988289385365e-16
3.399427982818542526e-02,-7.367693628037822462e-01,1.000000000000000056e-01,3.399427982818582078e-02,-7.367693628037835785e-01,9.999999999999992228e-02,3.955169525227120175e-16,-1.332267629550187849e-15,-8.326672684688674053e-17,1.389737635843589717e-15,1.392229881980674886e-15
3.340120260420126330e-02,-7.355887126720035418e-01,1.000000000000000056e-01,3.340120260420097881e-02,-7.355887126720023206e-01,9.999999999999992228e-02,-2.844946500601963635e-16,1.221245327087672194e-15,-8.326672684688674053e-17,1.253944717619699937e-15,1.256706291321143559e-15
3.222053961201054584e-02,-7.351933321627567297e-01,1.000000000000000056e-01,3.222053961201067074e-02,-7.351933321627571738e-01,9.999999999999981126e-02,1.249000902703301108e-16,-4.440892098500626162e-16,-1.942890293094023946e-16,4.613190423717511797e-16,5.005631686059006659e-16
3.051818832094477241e-02,-7.353910224173801913e-01,1.000000000000000056e-01,3.051818832094471690e-02,-7.353910224173805243e-01,9.999999999999986677e-02,-5.551115123125782702e-17,-3.330669073875469621e-16,-1.387778780781445676e-16,3.376611507232129738e-16,3.650675994272796584e-16
2.858245015932964206e-02,-7.357864029266270034e-01,1.000000000000000056e-01,2.858245015932969063e-02,-7.357864029266268924e-01,9.999999999999992228e-02,4.857225732735059864e-17,1.110223024625156540e-16,-8.326672684688674053e-17,1.211825722864169544e-16,1.470325257408942266e-16
2.670162655549090935e-02,-7.359840931812503539e-01,1.000000000000000056e-01,2.670162655549104813e-02,-7.359840931812505760e-01,9.999999999999997780e-02,1.387778780781445676e-16,-2.220446049250313081e-16,-2.775557561562891351e-17,2.618455766672135076e-16,2.633125101432525795e-16
2.516401893775410681e-02,-7.355887126720035418e-01,1.000000000000000056e-01,2.516401893775387782e-02,-7.355887126720026536e-01,9.999999999999947820e-02,-2.289834988289385365e-16,8.881784197001252323e-16,-5.273559366969493567e-16,9.172209918863361892e-16,1.058016366568339539e-15
2.395864439456402151e-02,-7.344739592917659543e-01,1.000000000000000056e-01,2.395864439456444131e-02,-7.344739592917678417e-01,1.000000000000000888e-01,4.198030811863873168e-16,-1.887379141862766119e-15,8.326672684688674053e-17,1.933503207163674849e-15,1.935295326277622719e-15
2.289330197370353925e-02,-7.329034200467022808e-01,1.000000000000000056e-01,2.289330197370364334e-02,-7.329034200467027249e-01,9.999999999999981126e-02,1.040834085586084257e-16,-4.440892098500626162e-16,-1.942890293094023946e-16,4.561234287365988095e-16,4.957789922459612746e-16
2.198446604250547942e-02,-7.310665480974931629e-01,1.000000000000000056e-01,2.198446604250586800e-02,-7.310665480974937180e-01,1.000000000000000333e-01,3.885780586188047891e-16,-5.551115123125782702e-16,2.775557561562891351e-17,6.775999547977530385e-16,6.781681728890495999e-16
2.124861096830288343e-02,-7.291527966048193532e-01,1.000000000000000056e-01,2.124861096830334486e-02,-7.291527966048204634e-01,9.999999999999997780e-02,4.614364446098306871e-16,-1.110223024625156540e-15,-2.775557561562891351e-17,1.202297283046914434e-15,1.202617615370632729e-15
2.070221111842857065e-02,-7.273516187293616042e-01,1.000000000000000056e-01,2.070221111842806758e-02,-7.273516187293604940e-01,9.999999999999964473e-02,-5.030698080332740574e-16,1.110223024625156540e-15,-3.608224830031758756e-16,1.218882437383715151e-15,1.271167675959014978e-15
2.041665541799175809e-02,-7.256575230751582950e-01,1.000000000000000056e-01,2.041665541799172340e-02,-7.256575230751581840e-01,9.999999999999997780e-02,-3.469446951953614189e-17,1.110223024625156540e-16,-2.775557561562891351e-17,1.163170574736153362e-16,1.195827321860277032e-16
2.038096095543712183e-02,-7.239442075350888128e-01,1.000000000000000056e-01,2.038096095543744796e-02,-7.239442075350901451e-01,9.999999999999964473e-02,3.261280134836397337e-16,-1.332267629550187849e-15,-3.608224830031758756e-16,1.371603630035318071e-15,1.418269855199157299e-15
2.048804434310097511e-02,-7.222199092030957557e-01,1.000000000000000056e-01,2.048804434310055878e-02,-7.222199092030944234e-01,9.999999999999964473e-02,-4.163336342344337027e-16,1.332267629550187849e-15,-3.608224830031758756e-16,1.395804689683384034e-15,1.441687759531412848e-15
2.063082219331935363e-02,-7.204928651731218325e-01,1.000000000000000056e-01,2.063082219331897546e-02,-7.204928651731201672e-01,9.999999999999981126e-02,-3.781697177629439466e-16,1.665334536937734811e-15,-1.942890293094023946e-16,1.707732840742522155e-15,1.718749453021153535e-15
2.070221111842857065e-02,-7.187713125391097524e-01,1.000000000000000056e-01,2.070221111842910494e-02,-7.187713125391116398e-01,9.999999999999981126e-02,5.342948306008565851e-16,-1.887379141862766119e-15,-1.942890293094023946e-16,1.961548110841390797e-15,1.971146675936476008e-15
2.056492472398779858e-02,-7.169838631535564444e-01,1.000000000000000056e-01,2.056492472398767368e-02,-7.169838631535554452e-01,1.000000000000000888e-01,-1.249000902703301108e-16,9.992007221626408864e-16,8.326672684688674053e-17,1.006976720545157164e-15,1.010413511152574439e-15
2.029035193510619894e-02,-7.151250256205002875e-01,1.000000000000000056e-01,2.029035193510596996e-02,-7.151250256204986222e-01,9.999999999999975575e-02,-2.289834988289385365e-16,1.665334536937734811e-15,-2.498001805406602216e-16,1.681003439215268853e-15,1.699462471739728753e-15
2.008442234344504085e-02,-7.133018821611954996e-01,1.000000000000000056e-01,2.008442234344486044e-02,-7.133018821611949445e-01,9.999999999999981126e-02,-1.804112415015879378e-16,5.551115123125782702e-16,-1.942890293094023946e-16,5.836925621952896136e-16,6.151790260339601339e-16
2.015306554066542688e-02,-7.116215149968965203e-01,1.000000000000000056e-01,2.015306554066609301e-02,-7.116215149968985187e-01,9.999999999999964473e-02,6.661338147750939243e-16,-1.998401444325281773e-15,-3.608224830031758756e-16,2.106500081146020636e-15,2.137179322403426340e-15
2.070221111842857065e-02,-7.101910063488577896e-01,1.000000000000000056e-01,2.070221111842837983e-02,-7.101910063488567904e-01,9.999999999999992228e-02,-1.908195823574487804e-16,9.992007221626408864e-16,-8.326672684688674053e-17,1.017258175775163933e-15,1.020660347021088303e-15
2.187463692695285067e-02,-7.090158476130408172e-01,1.000000000000000056e-01,2.187463692695341272e-02,-7.090158476130427045e-01,1.000000000000000333e-01,5.620504062164854986e-16,-1.887379141862766119e-15,2.775557561562891351e-17,1.969289385607597048e-15,1.969484972332742258e-15
2.353305657179760590e-02,-7.080246506419429764e-01,1.000000000000000056e-01,2.353305657179774815e-02,-7.080246506419433095e-01,9.999999999999981126e-02,1.422473250300981817e-16,-3.330669073875469621e-16,-1.942890293094023946e-16,3.621710456054199647e-16,4.109940305952301769e-16
2.546330327763501877e-02,-7.072091783416214472e-01,1.000000000000000056e-01,2.546330327763553919e-02,-7.072091783416224464e-01,9.999999999999964473e-02,5.204170427930421283e-16,-9.992007221626408864e-16,-3.608224830031758756e-16,1.126603737611321016e-15,1.182974575314438119e-15
2.745121026913760476e-02,-7.065611936181336317e-01,1.000000000000000056e-01,2.745121026913777129e-02,-7.065611936181342978e-01,9.999999999999992228e-02,1.665334536937734811e-16,-6.661338147750939243e-16,-8.326672684688674053e-17,6.866350197783355685e-16,6.916653802134304589e-16
2.928261077097765730e-02,-7.060724593775368207e-01,1.000000000000000056e-01,2.928261077097822976e-02,-7.060724593775383751e-01,9.999999999999975575e-02,5.724587470723463412e-16,-1.554312234475219157e-15,-2.498001805406602216e-16,1.656380252037251689e-15,1.675110643968671060e-15
3.095201332737762545e-02,-7.058088723713722423e-01,1.000000000000000056e-01,3.095201332737777117e-02,-7.058088723713724644e-01,9.999999999999964473e-02,1.457167719820517959e-16,-2.220446049250313081e-16,-3.608224830031758756e-16,2.655883736408326351e-16,4.480290709917824306e-16
3.260219578855588773e-02,-7.057759239956017394e-01,1.000000000000000056e-01,3.260219578855549222e-02,-7.057759239956006292e-01,9.999999999999992228e-02,-3.955169525227120175e-16,1.110223024625156540e-15,-8.326672684688674053e-17,1.178570669981517992e-15,1.181508430753026140e-15
3.424139533817882608e-02,-7.058747691229134702e-01,1.000000000000000056e-01,3.424139533817888853e-02,-7.058747691229133592e-01,9.999999999999997780e-02,6.245004513516505540e-17,1.110223024625156540e-16,-2.775557561562891351e-17,1.273811594446465319e-16,1.303699802838726962e-16
3.587784915991304446e-02,-7.060065626259957039e-01,1.000000000000000056e-01,3.587784915991319712e-02,-7.060065626259955929e-01,1.000000000000001443e-01,1.526556658859590243e-16,1.110223024625156540e-16,1.387778780781445676e-16,1.887583215944766405e-16,2.342840229615246979e-16
3.751979443742481379e-02,-7.060724593775368207e-01,1.000000000000000056e-01,3.751979443742491094e-02,-7.060724593775365987e-01,9.999999999999986677e-02,9.714451465470119729e-17,2.220446049250313081e-16,-1.387778780781445676e-16,2.423651445728339087e-16,2.792850922403182257e-16
3.929902610937741070e-02,-7.062042528806191655e-01,1.000000000000000056e-01,3.929902610937819479e-02,-7.062042528806211639e-01,9.999999999999958922e-02,7.840950111415168067e-16,-1.998401444325281773e-15,-4.163336342344337027e-16,2.146721528093103124e-15,2.186720607250327152e-15
4.121005271999311770e-02,-7.064678398867836329e-01,1.000000000000000056e-01,4.121005271999327035e-02,-7.064678398867841880e-01,9.999999999999958922e-02,1.526556658859590243e-16,-5.551115123125782702e-16,-4.163336342344337027e-16,5.757191532588118818e-16,7.104831021381821354e-16
4.305518186127732516e-02,-7.066655301414070944e-01,1.000000000000000056e-01,4.305518186127794272e-02,-7.066655301414084267e-01,1.000000000000001443e-01,6.175615574477433256e-16,-1.332267629550187849e-15,1.387778780781445676e-16,1.468441116961983896e-15,1.474984275654636003e-15
4.463672112523514590e-02,-7.065996333898658666e-01,1.000000000000000056e-01,4.463672112523582591e-02,-7.065996333898674209e-01,9.999999999999992228e-02,6.800116025829083810e-16,-1.554312234475219157e-15,-8.326672684688674053e-17,1.696556012009837558e-15,1.698598142494721505e-15
4.575697810387197029e-02,-7.060724593775368207e-01,1.000000000000000056e-01,4.575697810387196335e-02,-7.060724593775368207e-01,9.999999999999992228e-02,-6.938893903907228378e-18,0.000000000000000000e+00,-8.326672684688674053e-17,6.938893903907228378e-18,8.355534721610419059e-17
4.641595279718771505e-02,-7.048863178497963844e-01,1.000000000000000056e-01,4.641595279718793710e-02,-7.048863178497968285e-01,9.999999999999997780e-02,2.220446049250313081e-16,-4.440892098500626162e-16,-2.775557561562891351e-17,4.965068306494546235e-16,4.972820174300706344e-16
4.674544014384562907e-02,-7.031730023097269022e-01,1.000000000000000056e-01,4.674544014384551804e-02,-7.031730023097266802e-01,9.999999999999986677e-02,-1.110223024625156540e-16,2.220446049250313081e-16,-1.387778780781445676e-16,2.482534153247273118e-16,2.844100168142182354e-16
4.674544014384562907e-02,-7.012290481392634556e-01,1.000000000000000056e-01,4.674544014384591356e-02,-7.012290481392643438e-01,9.999999999999986677e-02,2.844946500601963635e-16,-8.881784197001252323e-16,-1.387778780781445676e-16,9.326296752376504515e-16,9.428984094682510388e-16
4.641595279718774281e-02,-6.993509907203410148e-01,1.000000000000000056e-01,4.641595279718695177e-02,-6.993509907203389053e-01,9.999999999999992228e-02,-7.910339050454240351e-16,2.109423746787797427e-15,-8.326672684688674053e-17,2.252865549127085053e-15,2.254403808159371571e-15
4.575697810387197029e-02,-6.978353654348949942e-01,1.000000000000000056e-01,4.575697810387279602e-02,-6.978353654348971036e-01,9.999999999999986677e-02,8.257283745649601769e-16,-2.109423746787797427e-15,-1.387778780781445676e-16,2.265280532753936992e-15,2.269527526054229841e-15
4.450492618657198030e-02,-6.968249485779308694e-01,1.000000000000000056e-01,4.450492618657245214e-02,-6.968249485779320906e-01,9.999999999999997780e-02,4.718447854656915297e-16,-1.221245327087672194e-15,-2.775557561562891351e-17,1.309227883336067686e-15,1.309522058799466954e-15
4.265979704528782834e-02,-6.961220498948254010e-01,1.000000000000000056e-01,4.265979704528839733e-02,-6.961220498948269553e-01,1.000000000000000333e-01,5.689893001203927270e-16,-1.554312234475219157e-15,2.775557561562891351e-17,1.655184384257791152e-15,1.655417082752439750e-15
4.061697549600890023e-02,-6.955125049430699313e-01,1.000000000000000056e-01,4.061697549600948309e-02,-6.955125049430714856e-01,9.999999999999997780e-02,5.828670879282071837e-16,-1.554312234475219157e-15,-2.775557561562891351e-17,1.660006194093641639e-15,1.660238216764995477e-15
3.877184635472480378e-02,-6.947821492801556920e-01,1.000000000000000056e-01,3.877184635472522706e-02,-6.947821492801565801e-01,1.000000000000000333e-01,4.232725281383409310e-16,-8.881784197001252323e-16,2.775557561562891351e-17,9.838803475512835139e-16,9.842717664727508462e-16
3.751979443742481379e-02,-6.937168184635740253e-01,1.000000000000000056e-01,3.751979443742502890e-02,-6.937168184635744694e-01,9.999999999999964473e-02,2.151057110211240797e-16,-4.440892098500626162e-16,-3.608224830031758756e-16,4.934426949698985423e-16,6.112925301847990067e-16
3.686081974410904127e-02,-6.920968566548544310e-01,1.000000000000000056e-01,3.686081974410902046e-02,-6.920968566548543199e-01,9.999999999999986677e-02,-2.081668171172168513e-17,1.110223024625156540e-16,-1.387778780781445676e-16,1.129570089970756843e-16,1.789373782233264912e-16
3.653133239745115501e-02,-6.900650401490027175e-01,1.000000000000000056e-01,3.653133239745055827e-02,-6.900650401490016073e-01,9.999999999999970024e-02,-5.967448757360216405e-16,1.110223024625156540e-15,-3.053113317719180486e-16,1.260436278089864733e-15,1.296886510236486787e-15
3.653133239745115501e-02,-6.879508527037248022e-01,1.000000000000000056e-01,3.653133239745120359e-02,-6.879508527037252463e-01,9.999999999999970024e-02,4.857225732735059864e-17,-4.440892098500626162e-16,-3.053113317719180486e-16,4.467376080957672549e-16,5.411002677835869243e-16
3.686081974410904127e-02,-6.860837780767259364e-01,1.000000000000000056e-01,3.686081974410940210e-02,-6.860837780767268246e-01,9.999999999999997780e-02,3.608224830031758756e-16,-8.881784197001252323e-16,-2.775557561562891351e-17,9.586729210015211629e-16,9.590746276694758964e-16
3.751979443742481379e-02,-6.847933000257120373e-01,1.000000000000000056e-01,3.751979443742513992e-02,-6.847933000257128144e-01,9.999999999999986677e-02,3.261280134836397337e-16,-7.771561172376095783e-16,-1.387778780781445676e-16,8.428114330848996569e-16,8.541606471750467374e-16
3.864005141606163818e-02,-6.842221948456888025e-01,1.000000000000000056e-01,3.864005141606172145e-02,-6.842221948456884695e-01,9.999999999999981126e-02,8.326672684688674053e-17,3.330669073875469621e-16,-1.942890293094023946e-16,3.433175098891677842e-16,3.944808480857957308e-16
4.022159068001945892e-02,-6.841508066981859537e-01,1.000000000000000056e-01,4.022159068001907728e-02,-6.841508066981846214e-01,9.999999999999986677e-02,-3.816391647148975608e-16,1.332267629550187849e-15,-1.387778780781445676e-16,1.385851900020908246e-15,1.392783108827585412e-15
4.206671982130366638e-02,-6.843649711406946112e-01,1.000000000000000056e-01,4.206671982130312515e-02,-6.843649711406927238e-01,9.999999999999964473e-02,-5.412337245047638135e-16,1.887379141862766119e-15,-3.608224830031758756e-16,1.963449507799966406e-15,1.996328338205042603e-15
4.397774643191937338e-02,-6.846505237307062286e-01,1.000000000000000056e-01,4.397774643191994237e-02,-6.846505237307078939e-01,1.000000000000000333e-01,5.689893001203927270e-16,-1.665334536937734811e-15,2.775557561562891351e-17,1.759854523410703395e-15,1.760073383568670661e-15
4.575697810387197029e-02,-6.847933000257120373e-01,1.000000000000000056e-01,4.575697810387150538e-02,-6.847933000257105940e-01,9.999999999999992228e-02,-4.649058915617843013e-16,1.443289932012703503e-15,-8.326672684688674053e-17,1.516319002010491236e-15,1.518603524181965659e-15
4.739343192560616091e-02,-6.847933000257120373e-01,1.000000000000000056e-01,4.739343192560613316e-02,-6.847933000257120373e-01,1.000000000000000333e-01,-2.775557561562891351e-17,0.000000000000000000e+00,2.775557561562891351e-17,2.775557561562891351e-17,3.925231146709437917e-17
4.901890283578505536e-02,-6.847933000257120373e-01,1.000000000000000056e-01,4.901890283578564517e-02,-6.847933000257134806e-01,9.999999999999964473e-02,5.898059818321144121e-16,-1.443289932012703503e-15,-3.608224830031758756e-16,1.559152630134131225e-15,1.600359268506530082e-15
5.064986520174155626e-02,-6.847933000257120373e-01,1.000000000000000056e-01,5.064986520174188239e-02,-6.847933000257123703e-01,9.999999999999992228e-02,3.261280134836397337e-16,-3.330669073875469621e-16,-8.326672684688674053e-17,4.661470218455652679e-16,4.735254943245231058e-16
5.230279339080862178e-02,-6.847933000257120373e-01,1.000000000000000056e-01,5.230279339080919770e-02,-6.847933000257137026e-01,9.999999999999992228e-02,5.759281940242999553e-16,-1.665334536937734811e-15,-8.326672684688674053e-17,1.762110213519492391e-15,1.764076458770850884e-15
5.399416177031909903e-02,-6.847933000257120373e-01,1.000000000000000056e-01,5.399416177031903658e-02,-6.847933000257122593e-01,9.999999999999986677e-02,-6.245004513516505540e-17,-2.220446049250313081e-16,-1.387778780781445676e-16,2.306595211858755899e-16,2.691897363525767077e-16
5.587773110204671823e-02,-6.846505237307062286e-01,1.000000000000000056e-01,5.587773110204666965e-02,-6.846505237307062286e-01,9.999999999999964473e-02,-4.857225732735059864e-17,0.000000000000000000e+00,-3.608224830031758756e-16,4.857225732735059864e-17,3.640770913178299808e-16
5.794251847443609993e-02,-6.843649711406946112e-01,1.000000000000000056e-01,5.794251847443641912e-02,-6.843649711406950553e-01,9.999999999999986677e-02,3.191891195797325054e-16,-4.440892098500626162e-16,-1.387778780781445676e-16,5.468975410105056958e-16,5.642306441582290915e-16
5.995788274482682922e-02,-6.841508066981859537e-01,1.000000000000000056e-01,5.995788274482748842e-02,-6.841508066981873970e-01,9.999999999999975575e-02,6.591949208711866959e-16,-1.443289932012703503e-15,-2.498001805406602216e-16,1.586702168509139004e-15,1.606245280693378642e-15
6.169318277055838018e-02,-6.842221948456888025e-01,1.000000000000000056e-01,6.169318277055836630e-02,-6.842221948456886915e-01,9.999999999999970024e-02,-1.387778780781445676e-17,1.110223024625156540e-16,-3.053113317719180486e-16,1.118863022827952404e-16,3.251669631848525245e-16
6.291777740897017135e-02,-6.847933000257120373e-01,1.000000000000000056e-01,6.291777740897024074e-02,-6.847933000257124814e-01,9.999999999999997780e-02,6.938893903907228378e-17,-4.440892098500626162e-16,-2.775557561562891351e-17,4.494775313252276590e-16,4.503336797797561401e-16
6.348888880984387972e-02,-6.860178813251847085e-01,1.000000000000000056e-01,6.348888880984426830e-02,-6.860178813251859298e-01,9.999999999999997780e-02,3.885780586188047891e-16,-1.221245327087672194e-15,-2.775557561562891351e-17,1.281574444413368740e-15,1.281874966036543464e-15
6.356027773495306898e-02,-6.877531624491013407e-01,1.000000000000000056e-01,6.356027773495293021e-02,-6.877531624491004525e-01,9.999999999999964473e-02,-1.387778780781445676e-16,8.881784197001252323e-16,-3.608224830031758756e-16,8.989550626504553180e-16,9.686656125337893005e-16
6.334611095962539018e-02,-6.897685047670676362e-01,1.000000000000000056e-01,6.334611095962469629e-02,-6.897685047670657488e-01,1.000000000000000888e-01,-6.938893903907228378e-16,1.887379141862766119e-15,8.326672684688674053e-17,2.010890974477592293e-15,2.012614185340855177e-15
6.306055525918857763e-02,-6.918332696486898525e-01,1.000000000000000056e-01,6.306055525918929927e-02,-6.918332696486912958e-01,9.999999999999964473e-02,7.216449660063517513e-16,-1.443289932012703503e-15,-3.608224830031758756e-16,1.613647199610727527e-15,1.653496340803970368e-15
6.291777740897017135e-02,-6.937168184635740253e-01,1.000000000000000056e-01,6.291777740896997706e-02,-6.937168184635731372e-01,9.999999999999970024e-02,-1.942890293094023946e-16,8.881784197001252323e-16,-3.053113317719180486e-16,9.091804728055929093e-16,9.590746276694758964e-16
6.285187993963858855e-02,-6.954740651713375854e-01,1.000000000000000056e-01,6.285187993963797792e-02,-6.954740651713356980e-01,9.999999999999981126e-02,-6.106226635438360972e-16,1.887379141862766119e-15,-1.942890293094023946e-16,1.983698581531982598e-15,1.993190479929600341e-15
6.272008500097545070e-02,-6.972587688589100274e-01,1.000000000000000056e-01,6.272008500097563111e-02,-6.972587688589109156e-01,9.999999999999997780e-02,1.804112415015879378e-16,-8.881784197001252323e-16,-2.775557561562891351e-17,9.063162369069396864e-16,9.067411390572895343e-16
6.262123879697809037e-02,-6.989885585868648166e-01,1.000000000000000056e-01,6.262123879697738260e-02,-6.989885585868628182e-01,9.999999999999986677e-02,-7.077671781985372945e-16,1.998401444325281773e-15,-1.387778780781445676e-16,2.120033658038591617e-15,2.124571018031726115e-15
6.265418753164386789e-02,-7.005810634157756400e-01,1.000000000000000056e-01,6.265418753164443688e-02,-7.005810634157765282e-01,9.999999999999981126e-02,5.689893001203927270e-16,-8.881784197001252323e-16,-1.942890293094023946e-16,1.054803170678068273e-15,1.072547414235145036e-15
6.291777740897017135e-02,-7.019539124062159630e-01,1.000000000000000056e-01,6.291777740896971338e-02,-7.019539124062154078e-01,9.999999999999981126e-02,-4.579669976578770729e-16,5.551115123125782702e-16,-1.942890293094023946e-16,7.196405783762667816e-16,7.454064588905287309e-16
6.341200842895702849e-02,-7.031071055581857854e-01,1.000000000000000056e-01,6.341200842895611256e-02,-7.031071055581837870e-01,9.999999999999970024e-02,-9.159339953157541458e-16,1.998401444325281773e-15,-3.053113317719180486e-16,2.198304668706422133e-15,2.219404971104821811e-15
6.407098312227280101e-02,-7.040955568313027602e-01,1.000000000000000056e-01,6.407098312227255121e-02,-7.040955568313017610e-01,9.999999999999986677e-02,-2.498001805406602216e-16,9.992007221626408864e-16,-1.387778780781445676e-16,1.029952529667503451e-15,1.039260079485574175e-15
6.489470148891748891e-02,-7.049192662255669983e-01,1.000000000000000056e-01,6.489470148891754442e-02,-7.049192662255672204e-01,9.999999999999975575e-02,5.551115123125782702e-17,-2.220446049250313081e-16,-2.498001805406602216e-16,2.288783399261118726e-16,3.387999773988765192e-16
6.588316352889114769e-02,-7.055782337409782778e-01,1.000000000000000056e-01,6.588316352889146688e-02,-7.055782337409790550e-01,9.999999999999958922e-02,3.191891195797325054e-16,-7.771561172376095783e-16,-4.163336342344337027e-16,8.401507749314535223e-16,9.376497318363469105e-16
6.703636924219374960e-02,-7.060724593775368207e-01,1.000000000000000056e-01,6.703636924219415205e-02,-7.060724593775379310e-01,9.999999999999975575e-02,4.024558464266192459e-16,-1.110223024625156540e-15,-2.498001805406602216e-16,1.180917386073554836e-15,1.207048467514434025e-15
6.855201103682004304e-02,-7.064678398867836329e-01,1.000000000000000056e-01,6.855201103682014019e-02,-7.064678398867839659e-01,9.999999999999986677e-02,9.714451465470119729e-17,-3.330669073875469621e-16,-1.387778780781445676e-16,3.469446951953614189e-16,3.736708725176135446e-16
7.043008891276997252e-02,-7.067643752687187142e-01,1.000000000000000056e-01,7.043008891276963945e-02,-7.067643752687179370e-01,9.999999999999997780e-02,-3.330669073875469621e-16,7.771561172376095783e-16,-2.775557561562891351e-17,8.455206652451151166e-16,8.459761032879692995e-16
7.237406425805145704e-02,-7.068632203960304450e-01,1.000000000000000056e-01,7.237406425805120724e-02,-7.068632203960300009e-01,9.999999999999975575e-02,-2.498001805406602216e-16,4.440892098500626162e-16,-2.498001805406602216e-16,5.095246377785861277e-16,5.674640840630760256e-16
