time_s,x_m,y_m,z_m
1.780994370182734489e+09,1.401114481879194712e-02,-7.967689356391229882e-01,9.998910900041735328e-02
1.780994370192943096e+09,1.401155412718569498e-02,-7.967594681596824602e-01,9.999512319540365679e-02
1.780994370203159332e+09,1.401384105836478086e-02,-7.967405223497856515e-01,9.998904135402847393e-02
1.780994370213391304e+09,1.400449332173064540e-02,-7.967543498916762612e-01,9.999330237583792247e-02
1.780994370223626137e+09,1.401869847633676301e-02,-7.967574557051980699e-01,1.000063723589698639e-01
1.780994370234132051e+09,1.402080743039733554e-02,-7.967534621693689312e-01,9.998042216530461657e-02
1.780994370244374752e+09,1.400091467752286045e-02,-7.967546260248623557e-01,9.996440853814253513e-02
1.780994370254566669e+09,1.399805960300560224e-02,-7.967538537473152216e-01,9.997734712140915470e-02
1.780994370264872074e+09,1.399935008390956227e-02,-7.967437440243708702e-01,9.996410611977379901e-02
1.780994370275223017e+09,1.400844521782309421e-02,-7.967355241883712358e-01,9.997014214373373120e-02
1.780994370285453558e+09,1.400027911447414807e-02,-7.967519651253425206e-01,9.996585062936264032e-02
1.780994370296074867e+09,1.399903532122756013e-02,-7.967467577602211914e-01,9.995742546038727250e-02
1.780994370306336164e+09,1.402842288701631503e-02,-7.967632358536872461e-01,1.000057446797397720e-01
1.780994370316543818e+09,1.400882012218367979e-02,-7.967656145113612975e-01,1.000000566890513198e-01
1.780994370326844692e+09,1.401332865671164885e-02,-7.967780786710902952e-01,1.000070748503984475e-01
1.780994370337090492e+09,1.400382052415884149e-02,-7.967491992880708640e-01,9.999135295043021232e-02
1.780994370347318888e+09,1.399830534492298162e-02,-7.967807164419633548e-01,9.999633700097321221e-02
1.780994370357755423e+09,1.400458464242348294e-02,-7.967478819101936338e-01,9.997854065836986326e-02
1.780994370368571758e+09,1.401482484381379873e-02,-7.967460080916279885e-01,9.997282743078922396e-02
1.780994370378815174e+09,1.401549758172782392e-02,-7.967524480069660964e-01,9.999115773682309971e-02
1.780994370389034748e+09,1.401318179865868041e-02,-7.967489431057770410e-01,9.997403358887507752e-02
1.780994370399274349e+09,1.400827654786866196e-02,-7.967633387392929478e-01,9.999243533624135871e-02
1.780994370409593344e+09,1.400988566956596314e-02,-7.967524829636296602e-01,9.997998574279731709e-02
1.780994370420418024e+09,1.399702338796860422e-02,-7.967404142694533009e-01,9.995418992965077187e-02
1.780994370430603027e+09,1.399637698261006237e-02,-7.967356281453622513e-01,9.996519249243024374e-02
1.780994370440754414e+09,1.399491234130370750e-02,-7.967536859159498608e-01,9.998926270455948950e-02
1.780994370450998068e+09,1.401857379098526805e-02,-7.967726302008749650e-01,1.000013863423716010e-01
1.780994370461281538e+09,1.402495472652340314e-02,-7.967425265631757902e-01,1.000052993153541236e-01
1.780994370471466780e+09,1.401423155438225043e-02,-7.967544518320961444e-01,9.998923085525524002e-02
1.780994370482038260e+09,1.400249761490601763e-02,-7.967633347056010118e-01,1.000121544231299953e-01
1.780994370492251158e+09,1.400885381106012177e-02,-7.967372348377714797e-01,9.997507579320008553e-02
1.780994370502437353e+09,1.400388710172234194e-02,-7.967627403919435025e-01,9.999647116698967553e-02
1.780994370512660980e+09,1.399922980931917610e-02,-7.967539836549137888e-01,9.998348994198164030e-02
1.780994370522868156e+09,1.400310784640878235e-02,-7.967352874023390097e-01,9.996269571382848662e-02
1.780994370533092260e+09,1.401853236295711770e-02,-7.967601630538301283e-01,1.000022926146607594e-01
1.780994370543314219e+09,1.401153888873376760e-02,-7.967529928172774056e-01,9.998183988538639211e-02
1.780994370553673744e+09,1.399619535595924766e-02,-7.967460486249782203e-01,9.999123478277688326e-02
1.780994370563995123e+09,1.399698990129792306e-02,-7.967381942401747796e-01,9.996837712381795304e-02
1.780994370574202538e+09,1.398987455585793717e-02,-7.967390049051850109e-01,9.998373022100476293e-02
1.780994370584382057e+09,1.398472607788239612e-02,-7.967507406083634836e-01,9.997350623819822868e-02
1.780994370594641447e+09,1.400134392793734445e-02,-7.967564231592678681e-01,9.998222032796794112e-02
1.780994370604865074e+09,1.401732187778857198e-02,-7.967452814659172766e-01,9.997255662593917958e-02
1.780994370615085840e+09,1.399629612100671515e-02,-7.967594797631339931e-01,9.997003033635021296e-02
1.780994370625315666e+09,1.400598240864205091e-02,-7.967649150996972685e-01,1.000009597588489285e-01
1.780994370635624409e+09,1.400097728244052361e-02,-7.967548881316598441e-01,9.996700608819153455e-02
1.780994370646004915e+09,1.400119898887463438e-02,-7.967735958778849881e-01,1.000069119624649172e-01
1.780994370656213522e+09,1.400548699658621908e-02,-7.967673572295979056e-01,1.000092608775533520e-01
1.780994370666386127e+09,1.400087106848552782e-02,-7.967544434477495940e-01,9.998365545197601678e-02
1.780994370676563263e+09,1.402034914446224217e-02,-7.967579548356609198e-01,9.997376032963417591e-02
1.780994370686735630e+09,1.400523910785865175e-02,-7.967506219479688623e-01,9.999894297660477660e-02
1.780994370696906567e+09,1.400071905583153385e-02,-7.967538070193118660e-01,9.997734712140915470e-02
1.780994370707124949e+09,1.401927728121669763e-02,-7.967682724016895701e-01,1.000010374880686559e-01
1.780994370717345715e+09,1.400439125528842033e-02,-7.967534838947057940e-01,9.998256481087985925e-02
1.780994370728287697e+09,1.400890690775820867e-02,-7.967595662202954232e-01,9.996631257963789485e-02
1.780994370738643646e+09,1.402718240392562300e-02,-7.967404512687692453e-01,9.997277261226034106e-02
1.780994370748821974e+09,1.400271840811414398e-02,-7.967464802178060301e-01,9.997550674478505872e-02
1.780994370759050846e+09,1.398575051521653949e-02,-7.967390787341864788e-01,9.995451009805822462e-02
1.780994370769326448e+09,1.401366437357524225e-02,-7.967383613161928002e-01,9.996715940219841334e-02
1.780994370779797077e+09,1.402541573527522380e-02,-7.967554158487031302e-01,9.996668137316755409e-02
1.780994370790009737e+09,1.400994642408780883e-02,-7.967418092595955903e-01,9.997683588425826384e-02
1.780994370800165415e+09,1.401079321019936888e-02,-7.967674635662310711e-01,1.000228423672974154e-01
1.780994370810367584e+09,1.399047564972648490e-02,-7.967336880793775000e-01,9.996525533727940172e-02
1.780994370820560932e+09,1.400570870820502453e-02,-7.967525880146535400e-01,9.999142382066061874e-02
1.780994370830755234e+09,1.402635061038950276e-02,-7.967654876475660508e-01,1.000088376633367360e-01
1.780994370840919733e+09,1.400786719893603108e-02,-7.967552132914847984e-01,9.999228745397176210e-02
1.780994370851099730e+09,1.401041729376437117e-02,-7.967547086714981130e-01,1.000072971645142861e-01
1.780994370861322641e+09,1.401407159655969695e-02,-7.967462567716327992e-01,9.997785129895869760e-02
1.780994370871644258e+09,1.401600557692895405e-02,-7.967509511937670430e-01,9.998698702504266178e-02
1.780994370882061005e+09,1.402271497360090685e-02,-7.967678591588204240e-01,1.000013128110285865e-01
1.780994370892257929e+09,1.399325264155381471e-02,-7.967572587949720564e-01,9.998647405981375691e-02
1.780994370902442932e+09,1.398880935816977644e-02,-7.967281328950701624e-01,9.996795298639937766e-02
1.780994370912780285e+09,1.402354507755210547e-02,-7.967727550898330291e-01,1.000224958598672220e-01
1.780994370923054934e+09,1.400803042693548120e-02,-7.967623083095438652e-01,1.000092316305042361e-01
1.780994370933254719e+09,1.400653262841916255e-02,-7.967496258709221291e-01,9.998655984295767851e-02
1.780994370943487644e+09,1.400799925269955587e-02,-7.967445852552956786e-01,9.998512397649678141e-02
1.780994370953908920e+09,1.399691531577595786e-02,-7.967684843714141207e-01,1.000002619330594422e-01
1.780994370964093924e+09,1.402538135625899622e-02,-7.967552719220301061e-01,9.999201962778386799e-02
1.780994370974292755e+09,1.400603971074740849e-02,-7.967523315606893641e-01,9.998154751035559507e-02
1.780994370984457016e+09,1.399155262484168966e-02,-7.967396188764350740e-01,9.997125528604650091e-02
1.780994370994723320e+09,1.399909985516748639e-02,-7.967470279432186109e-01,9.997251555178782167e-02
1.780994371005008698e+09,1.400681965684702490e-02,-7.967444159328738174e-01,9.999425369955405873e-02
1.780994371015245199e+09,1.402014651876532826e-02,-7.967459263279847992e-01,9.998724326468966250e-02
1.780994371025516510e+09,1.399317661185586585e-02,-7.967478397990830352e-01,9.998738147058156001e-02
1.780994371036546230e+09,1.400754841835436665e-02,-7.967538786589911659e-01,9.999378744588716117e-02
1.780994371046763182e+09,1.400230100084215099e-02,-7.967625114879762771e-01,1.000053045785980754e-01
1.780994371057007074e+09,1.401119659589021918e-02,-7.967470433296934829e-01,9.997093867986689419e-02
1.780994371067189455e+09,1.400184001343272866e-02,-7.967411602334756315e-01,9.997037545831305438e-02
1.780994371077406168e+09,1.401732508852155876e-02,-7.967662897372852493e-01,9.997742266484155316e-02
1.780994371088206291e+09,1.400814229790914647e-02,-7.967451841310606575e-01,9.995747012397138143e-02
1.780994371098421574e+09,1.401007600521352037e-02,-7.967708724925443020e-01,9.999575829417828299e-02
1.780994371108608723e+09,1.400955889462071093e-02,-7.967558842466643254e-01,1.000100419165970145e-01
1.780994371118797541e+09,1.401544197338473567e-02,-7.967584057355746596e-01,9.999116705601124311e-02
1.780994371129129887e+09,1.400594871782155117e-02,-7.967471812237202355e-01,9.996815646944562372e-02
1.780994371139324188e+09,1.398954562863012271e-02,-7.967488093802240767e-01,9.999926840556078167e-02
1.780994371150094509e+09,1.400816221685397336e-02,-7.967564484372943179e-01,1.000045330893348239e-01
1.780994371160513878e+09,1.400064841696548566e-02,-7.967470996419127038e-01,9.997019805607665344e-02
1.780994371170795918e+09,1.401365115582616644e-02,-7.967461388445863379e-01,9.998473734440915806e-02
1.780994371181109428e+09,1.400946080792653085e-02,-7.967554735889994522e-01,9.999154764048323596e-02
1.780994371191295147e+09,1.400636799652261316e-02,-7.967279430183665800e-01,9.997000639609648909e-02
1.780994371201515198e+09,1.399840101168426526e-02,-7.967267620187027388e-01,9.997556681792668654e-02
1.780994371212286711e+09,1.400760017904608204e-02,-7.967540953644777213e-01,9.998784499534363324e-02
1.780994371222972393e+09,1.400217779160435431e-02,-7.967535026451243452e-01,9.999882966660122996e-02
1.780994371233316660e+09,1.400064734919906177e-02,-7.967535068065410009e-01,9.998879085307377235e-02
1.780994371243534803e+09,1.401173455890090958e-02,-7.967540650313770234e-01,9.998898201024591925e-02
1.780994371254096270e+09,1.401513512362369263e-02,-7.967680488819085527e-01,1.000111134233300225e-01
1.780994371264308691e+09,1.402138685700976550e-02,-7.967547743500155155e-01,9.999153019611012327e-02
1.780994371274533749e+09,1.400056356348158663e-02,-7.967246353022322536e-01,9.999258396753063494e-02
1.780994371284826517e+09,1.400465642583669998e-02,-7.967702915301355659e-01,1.000284479773129176e-01
1.780994371295066357e+09,1.399068058521433892e-02,-7.967644902700750098e-01,9.998980592154976810e-02
1.780994371305290937e+09,1.401012632467850752e-02,-7.967710831640747449e-01,1.000136019980553126e-01
1.780994371315578699e+09,1.399049744625116727e-02,-7.967352008729823298e-01,9.996641329537797604e-02
1.780994371326261520e+09,1.402379211564292426e-02,-7.967502607981534757e-01,9.997816917196050701e-02
1.780994371336438179e+09,1.399144461088026349e-02,-7.967455786819576113e-01,9.998241693729742474e-02
1.780994371346640587e+09,1.400596469206753271e-02,-7.967472481027865205e-01,9.998999716130213544e-02
1.780994371356930017e+09,1.398844546210678552e-02,-7.967551318717011055e-01,9.996129310610496477e-02
1.780994371367098808e+09,1.401019953602039916e-02,-7.967537970028315542e-01,1.000140757347816600e-01
1.780994371377309322e+09,1.401723751567382666e-02,-7.967659230977377494e-01,9.998872655495633088e-02
1.780994371387508154e+09,1.399819165378175627e-02,-7.967432255940480879e-01,9.997018388584993920e-02
1.780994371398192406e+09,1.400679695886331011e-02,-7.967507325380785987e-01,9.996217400836981959e-02
1.780994371408376932e+09,1.400965198361507971e-02,-7.967517575484615033e-01,9.998372843666009091e-02
1.780994371418710709e+09,1.400738099242518700e-02,-7.967531777000926851e-01,1.000007100214971301e-01
1.780994371428968668e+09,1.400505368452862817e-02,-7.967434340051490205e-01,9.997324960607861799e-02
1.780994371439624548e+09,1.400882025190999108e-02,-7.967722132873671370e-01,1.000204743886329295e-01
1.780994371450699568e+09,1.400581372032872092e-02,-7.967594393015693388e-01,9.997923278926529322e-02
1.780994371460978985e+09,1.400075299257548880e-02,-7.967601396459138563e-01,9.999592244398630703e-02
1.780994371471272230e+09,1.400104757418880845e-02,-7.967444393127957047e-01,9.999964992738102909e-02
1.780994371481646299e+09,1.400962764083670507e-02,-7.967801767482436404e-01,1.000196861976566653e-01
1.780994371492092133e+09,1.402302972926888769e-02,-7.967470691386641102e-01,9.999619051871749820e-02
1.780994371502284288e+09,1.398929498575268021e-02,-7.967538741391061441e-01,1.000128030506881593e-01
1.780994371512581587e+09,1.400491184137183862e-02,-7.967428401531487792e-01,9.997400223445823686e-02
1.780994371522806883e+09,1.401242597055162714e-02,-7.967615209507125096e-01,9.999944594373888496e-02
1.780994371533039808e+09,1.401484153813018288e-02,-7.967623035388503583e-01,1.000053081688723200e-01
1.780994371543290377e+09,1.403249442822220895e-02,-7.967519831086817828e-01,1.000004667272086367e-01
1.780994371553598404e+09,1.400551353273735491e-02,-7.967611015343856185e-01,9.998105867690754156e-02
1.780994371564137936e+09,1.400140125343008780e-02,-7.967502515277739006e-01,9.996013743480336444e-02
1.780994371574573994e+09,1.400472706233484022e-02,-7.967420665423293746e-01,9.996752714019951913e-02
1.780994371584875584e+09,1.402249022832618812e-02,-7.967541407338439852e-01,9.999853967779170905e-02
1.780994371595080614e+09,1.401992976583254190e-02,-7.967710041464072246e-01,1.000281268790030875e-01
1.780994371605303049e+09,1.401129746563359833e-02,-7.967522350344189430e-01,9.999190143195019198e-02
1.780994371615547180e+09,1.401199913375355231e-02,-7.967725123830441403e-01,1.000032667009165821e-01
1.780994371626377821e+09,1.399986208206799136e-02,-7.967629975919290342e-01,1.000055570129610993e-01
1.780994371636553764e+09,1.400964931507795233e-02,-7.967690860772089767e-01,1.000079831168422251e-01
1.780994371646714926e+09,1.400115001620236971e-02,-7.967556113127587381e-01,9.998847257214260598e-02
1.780994371656885862e+09,1.400793633842962495e-02,-7.967619143910166235e-01,1.000075195342313705e-01
1.780994371667079926e+09,1.400989484300816518e-02,-7.967543716546878763e-01,9.998920753988888022e-02
1.780994371677431345e+09,1.398466687955263882e-02,-7.967678336535476413e-01,1.000008905450792129e-01
1.780994371687892437e+09,1.400572480311994619e-02,-7.967526553989227045e-01,9.999885227330329585e-02
1.780994371698097229e+09,1.399439507025712973e-02,-7.967531175103125252e-01,9.997676458048498915e-02
1.780994371708240747e+09,1.401771747825824796e-02,-7.967453404359353675e-01,9.998999097324995367e-02
1.780994371718423843e+09,1.402327133653288871e-02,-7.967462531869199394e-01,9.999269245221070745e-02
1.780994371728639126e+09,1.401607154103171569e-02,-7.967656024966375261e-01,1.000128855974760644e-01
1.780994371738837957e+09,1.400908708182712140e-02,-7.967632843283481980e-01,1.000174941540586393e-01
1.780994371749047995e+09,1.402821531486045901e-02,-7.967623668722055852e-01,9.999192352271124573e-02
1.780994371759595156e+09,1.402026660698748976e-02,-7.967623785351811705e-01,1.000065508331894892e-01
1.780994371770407677e+09,1.401935680186424185e-02,-7.967649809918091464e-01,1.000073193290527129e-01
1.780994371780603886e+09,1.403515720988821568e-02,-7.967914284686536952e-01,1.000494508064512789e-01
1.780994371790802479e+09,1.402019946444101918e-02,-7.967858471695126177e-01,1.000115646887823617e-01
1.780994371800997257e+09,1.402052854691055415e-02,-7.967874787817311732e-01,1.000386864255017327e-01
1.780994371811254025e+09,1.405211899641905376e-02,-7.967682007397852706e-01,1.000056055588610660e-01
1.780994371821453333e+09,1.404593149592673826e-02,-7.967420704886567506e-01,9.997994859538306134e-02
1.780994371832118750e+09,1.403216773432396612e-02,-7.967549777622885410e-01,1.000179511625517992e-01
1.780994371842309713e+09,1.404510537545008812e-02,-7.967577536074245126e-01,9.999133575506113925e-02
1.780994371852653265e+09,1.405269786458815395e-02,-7.967546537057689227e-01,1.000127099519152463e-01
1.780994371862974405e+09,1.403552122658661971e-02,-7.967573301279675668e-01,9.999071661216119011e-02
1.780994371873286963e+09,1.404926755935002360e-02,-7.967688101681948964e-01,1.000264988615069406e-01
1.780994371883758545e+09,1.404362783808140586e-02,-7.967737184656183969e-01,1.000447987578371722e-01
1.780994371894294739e+09,1.405527730609061089e-02,-7.967540413452176562e-01,1.000083675649299231e-01
1.780994371904485941e+09,1.404498574167146671e-02,-7.967556558328566796e-01,1.000258139734182539e-01
1.780994371915006161e+09,1.404799735597785787e-02,-7.967696279757671141e-01,1.000455510811514848e-01
1.780994371925292969e+09,1.409169833851264472e-02,-7.967451989129343826e-01,1.000314877260413127e-01
1.780994371935539246e+09,1.406697599115791335e-02,-7.967409817236226210e-01,9.999471151288435999e-02
1.780994371946220875e+09,1.410093636406793693e-02,-7.967500764236588040e-01,1.000415911529436430e-01
1.780994371956528664e+09,1.409099091746220632e-02,-7.967422385787835681e-01,1.000299608461844847e-01
1.780994371966789961e+09,1.408841346807861508e-02,-7.967442251855505475e-01,1.000160511628486737e-01
1.780994371980774879e+09,1.408234983306651950e-02,-7.967188503557949275e-01,1.000321420315637977e-01
1.780994371993429661e+09,1.410099135544577026e-02,-7.967441733689613059e-01,1.000440548247054084e-01
1.780994372004543781e+09,1.409766957146773095e-02,-7.967238650596009109e-01,1.000090237433200469e-01
1.780994372014933348e+09,1.410967046537146136e-02,-7.967362947737803847e-01,1.000243963064447184e-01
1.780994372025280714e+09,1.411263853517141613e-02,-7.967418234685182954e-01,1.000433134607491836e-01
1.780994372035524130e+09,1.412587710858331444e-02,-7.967221658204218793e-01,1.000413704598745457e-01
1.780994372046490192e+09,1.420888154753207830e-02,-7.966850222124171044e-01,1.000713340052383771e-01
1.780994372057034731e+09,1.417432723540954648e-02,-7.966657109324075670e-01,9.999313495417283537e-02
1.780994372067373276e+09,1.418128764437390915e-02,-7.966904244086711051e-01,1.000465828435432303e-01
1.780994372077732325e+09,1.419041567138313621e-02,-7.966955721742190466e-01,1.000528668420694323e-01
1.780994372088413477e+09,1.415425141512306924e-02,-7.966573540786736629e-01,1.000257410129185565e-01
1.780994372098651409e+09,1.413803577489543273e-02,-7.966437799609973336e-01,1.000026313261060951e-01
1.780994372108978987e+09,1.415967689691704709e-02,-7.966864534703947953e-01,1.000373601864233963e-01
1.780994372119275093e+09,1.418723942749312503e-02,-7.966696987680840225e-01,1.000509203829446636e-01
1.780994372129511833e+09,1.420994337849564373e-02,-7.966381869305382279e-01,1.000684915120771956e-01
1.780994372140463352e+09,1.428828013255398037e-02,-7.965695577162049679e-01,1.000721383319322366e-01
1.780994372150688887e+09,1.423392564749897254e-02,-7.965461922389537319e-01,9.999661563375827900e-02
1.780994372160925627e+09,1.430945841347075476e-02,-7.965484164614252682e-01,1.000506384197633047e-01
1.780994372171209574e+09,1.429316884849296532e-02,-7.965956624599378477e-01,1.000637908187250735e-01
1.780994372181501389e+09,1.426630911901463628e-02,-7.965689545204965860e-01,1.000673912466069071e-01
1.780994372191723824e+09,1.422463043221387086e-02,-7.965275458068793446e-01,1.000028779125539669e-01
1.780994372201927662e+09,1.426534785877516497e-02,-7.965784345774471475e-01,1.000616547795750155e-01
1.780994372212138891e+09,1.426590386594353901e-02,-7.965914483826938008e-01,1.000510881607913904e-01
1.780994372222309113e+09,1.428207131984535888e-02,-7.965542138746175560e-01,1.000453145289871282e-01
1.780994372232478142e+09,1.434908613630967583e-02,-7.965359765396881064e-01,1.000847903963935082e-01
1.780994372242672920e+09,1.443800648088023990e-02,-7.964563375452186067e-01,1.000919188499612700e-01
1.780994372252872944e+09,1.443526202666981992e-02,-7.963876701377243794e-01,1.000348186750208979e-01
1.780994372263208628e+09,1.449862783655261715e-02,-7.964227720697922841e-01,1.000760723404854891e-01
1.780994372273439646e+09,1.447241219459718779e-02,-7.964807374792863826e-01,1.000718632868068947e-01
1.780994372284133673e+09,1.444163211781393508e-02,-7.964443531039682167e-01,1.000700182780693281e-01
1.780994372294390202e+09,1.437180046303914577e-02,-7.964280471643249149e-01,1.000509777288934865e-01
1.780994372304908991e+09,1.440215205627404932e-02,-7.964055626985563352e-01,1.000347137829776245e-01
1.780994372315250397e+09,1.442763012115596405e-02,-7.964527778715203565e-01,1.000708356948898370e-01
1.780994372325482130e+09,1.447398589222069661e-02,-7.964508547724435950e-01,1.001000450944706799e-01
1.780994372336226702e+09,1.454049188715902247e-02,-7.963764257748392472e-01,1.001021569332430361e-01
1.780994372346436977e+09,1.465565175084181278e-02,-7.962981801843384000e-01,1.000983276630980634e-01
1.780994372356652498e+09,1.457197960979522353e-02,-7.963052787768110097e-01,1.000545784107302327e-01
1.780994372367015839e+09,1.465148646852781726e-02,-7.963525622361906642e-01,1.001768180354489779e-01
1.780994372377305746e+09,1.463441710426159614e-02,-7.963991310563411918e-01,1.001557159439210309e-01
1.780994372387509823e+09,1.459199357213459419e-02,-7.963559876099415291e-01,1.001375290522471539e-01
1.780994372398517609e+09,1.454855395212541029e-02,-7.963636737577362013e-01,1.001554516040131793e-01
1.780994372408743143e+09,1.455509781685020675e-02,-7.964100962499660596e-01,1.001499360973859831e-01
1.780994372419077873e+09,1.458111395899440270e-02,-7.963801716178700030e-01,1.001494774768611484e-01
1.780994372429311514e+09,1.462029673039387870e-02,-7.963431588073391909e-01,1.001305848550406719e-01
1.780994372439531088e+09,1.472438830239357864e-02,-7.963080808950057099e-01,1.001394984103449737e-01
1.780994372451493025e+09,1.487066552665463649e-02,-7.962437707199588877e-01,1.001675650735755485e-01
1.780994372463171482e+09,1.481857128808957910e-02,-7.961859581483391457e-01,1.001312999818261273e-01
1.780994372475538969e+09,1.490075338833264651e-02,-7.962843995150643561e-01,1.002507207296134406e-01
1.780994372486465693e+09,1.485825365639907580e-02,-7.963194110961491212e-01,1.002503581049750125e-01
1.780994372496684313e+09,1.476230329186405642e-02,-7.962496734043854607e-01,1.001814222105456564e-01
1.780994372507151842e+09,1.473850776462403735e-02,-7.962409161248823475e-01,1.001812678940559587e-01
1.780994372517371655e+09,1.477742178381719583e-02,-7.962666089763216215e-01,1.001784940460252460e-01
1.780994372527586699e+09,1.484296679478646491e-02,-7.962524972591158434e-01,1.001597764958691572e-01
1.780994372538140059e+09,1.492864592010812765e-02,-7.961783515508604747e-01,1.001523875270364239e-01
1.780994372548372269e+09,1.504775549902996959e-02,-7.961028967569238057e-01,1.001582800436767728e-01
1.780994372558562040e+09,1.522164229227580129e-02,-7.960220888626373670e-01,1.002035997398288969e-01
1.780994372568750143e+09,1.512503407962320981e-02,-7.959850086258450919e-01,1.001467158177508643e-01
1.780994372578971863e+09,1.522940498199712618e-02,-7.960524959636797737e-01,1.002274127145501015e-01
1.780994372589172125e+09,1.513685091960936292e-02,-7.961166564969660575e-01,1.002468328018604748e-01
1.780994372599363565e+09,1.506228150027283906e-02,-7.960601989262305889e-01,1.002058003917123963e-01
1.780994372610093117e+09,1.502252994907618544e-02,-7.960199540263829254e-01,1.001852108293256327e-01
1.780994372620289564e+09,1.508955044726134967e-02,-7.960200206191174743e-01,1.001608348105501589e-01
1.780994372630516529e+09,1.518638191838768067e-02,-7.960124749991452919e-01,1.001670121250548551e-01
1.780994372640699387e+09,1.529502034285584559e-02,-7.959236845567246865e-01,1.001497621115557957e-01
1.780994372650990486e+09,1.548753764314311603e-02,-7.957838363646645430e-01,1.001293733692383281e-01
1.780994372661212683e+09,1.540970413825855541e-02,-7.957861041623542908e-01,1.001151199301372752e-01
1.780994372671399593e+09,1.545872189100090145e-02,-7.958495668750599217e-01,1.001831191333174553e-01
1.780994372681581497e+09,1.542809240299878801e-02,-7.958852775610201213e-01,1.001849151689233608e-01
1.780994372692391634e+09,1.532439248406525754e-02,-7.958229398955567468e-01,1.001528384770465352e-01
1.780994372702580452e+09,1.530046412227604492e-02,-7.958203058234277760e-01,1.001491516526279435e-01
1.780994372712757587e+09,1.533146885500329994e-02,-7.958875188982680315e-01,1.001667646126306321e-01
1.780994372722977638e+09,1.533992690965724388e-02,-7.958702040459810778e-01,1.001528371510229665e-01
1.780994372733515501e+09,1.538797772311012967e-02,-7.958132662543013769e-01,1.001252172317595446e-01
1.780994372744089842e+09,1.552850018434114715e-02,-7.957669886023904793e-01,1.001651060931876835e-01
1.780994372754300833e+09,1.567047565420661565e-02,-7.956838809405505364e-01,1.001509151747951853e-01
1.780994372764489412e+09,1.588571145238529617e-02,-7.955681513891944556e-01,1.001608496645779445e-01
1.780994372774682283e+09,1.579444674103643725e-02,-7.955073521789174373e-01,1.000729539835860660e-01
1.780994372784869432e+09,1.591329468620296742e-02,-7.955612466482326894e-01,1.001750142908224839e-01
1.780994372795077801e+09,1.580387168863503847e-02,-7.956617480647746321e-01,1.002159446030675416e-01
1.780994372805262804e+09,1.571671874205781902e-02,-7.956025546074865229e-01,1.001525578358667401e-01
1.780994372815498829e+09,1.571511955856570372e-02,-7.955078080402762097e-01,1.001208642821412309e-01
1.780994372826373100e+09,1.591009596775672802e-02,-7.954311288380579992e-01,1.001301339920959155e-01
1.780994372836578369e+09,1.611868710817857681e-02,-7.953578204319401435e-01,1.000929606302106145e-01
1.780994372846769810e+09,1.626420528433566992e-02,-7.952609191459253379e-01,1.001143318319260844e-01
1.780994372856958866e+09,1.630471544748234719e-02,-7.952858283711203846e-01,1.000746907849771050e-01
1.780994372867177963e+09,1.627973643379112753e-02,-7.953593614470074735e-01,1.001237183341024406e-01
1.780994372877434731e+09,1.623940304366915457e-02,-7.953617731539058822e-01,1.001228053976462862e-01
1.780994372887665510e+09,1.616294090586329474e-02,-7.953464988536189662e-01,1.001522409438800332e-01
1.780994372898250341e+09,1.612366070343741048e-02,-7.953275381600773963e-01,1.001242598487596669e-01
1.780994372908500195e+09,1.614828290641681305e-02,-7.953962099647274853e-01,1.001358894512744402e-01
1.780994372918719292e+09,1.614350549946379221e-02,-7.954102039902197774e-01,1.001519853680630789e-01
1.780994372929057598e+09,1.615725269329462699e-02,-7.953426672953984866e-01,1.001359943033501287e-01
1.780994372939345837e+09,1.623328546894087926e-02,-7.953018449113700150e-01,1.001100196250426788e-01
1.780994372950260878e+09,1.641265108980110438e-02,-7.952655444964199516e-01,1.001011441768717147e-01
1.780994372960870504e+09,1.666231354790569455e-02,-7.952245589292394889e-01,1.001280047230663772e-01
1.780994372971138954e+09,1.691840413322889813e-02,-7.951178549452655453e-01,1.001715882411629566e-01
1.780994372981431961e+09,1.681275841237290028e-02,-7.950973409991477503e-01,1.001527497147716717e-01
1.780994372992274284e+09,1.697299519819767122e-02,-7.952027101356179406e-01,1.003146777853777261e-01
1.780994373002480030e+09,1.690214223377469599e-02,-7.952641648481857395e-01,1.002934097171996330e-01
1.780994373012837410e+09,1.686979759071452131e-02,-7.951797857997608965e-01,1.002829464802005854e-01
1.780994373023235083e+09,1.695780500270459637e-02,-7.950432076567967021e-01,1.001846739943926812e-01
1.780994373033544779e+09,1.733299612334423742e-02,-7.949610490456052725e-01,1.001919248948077712e-01
1.780994373044250250e+09,1.752143527415699759e-02,-7.949478405455704388e-01,1.001833617968928558e-01
1.780994373054965973e+09,1.763164336280847663e-02,-7.949227557577946968e-01,1.001544797389982144e-01
1.780994373065334082e+09,1.767147241601684654e-02,-7.950144926975862836e-01,1.002238098002060096e-01
1.780994373076512575e+09,1.756884208017882656e-02,-7.950263985059925487e-01,1.002359488091689177e-01
1.780994373086769104e+09,1.742375008678136161e-02,-7.949381537814559362e-01,1.001634088412519663e-01
1.780994373097024679e+09,1.747984038581475857e-02,-7.949632809513870191e-01,1.001944446009541134e-01
1.780994373107267380e+09,1.753459905286640710e-02,-7.950080686947850195e-01,1.002378468024459068e-01
1.780994373117643356e+09,1.747698581992844155e-02,-7.950184157800415097e-01,1.002216813066636458e-01
1.780994373128234386e+09,1.748442097387243113e-02,-7.949779627216954081e-01,1.001843455218303092e-01
